,w_king_x,w_king_y,w_rook_x,w_rook_y,b_king_x,b_king_y,winning_moves,wk_bk,wr_bk,wk_wr,wk_o,wr_o,bk_o
21,1,1,4,2,3,3,17,2.8284271247461903,1.4142135623730951,3.1622776601683795,4.949747468305833,2.5495097567963922,2.1213203435596424
22,1,1,4,2,4,1,17,3.0,1.0,3.1622776601683795,4.949747468305833,2.5495097567963922,3.5355339059327378
23,1,1,4,2,4,3,17,3.605551275463989,1.0,3.1622776601683795,4.949747468305833,2.5495097567963922,1.5811388300841898
24,1,1,4,2,5,1,17,4.0,1.4142135623730951,3.1622776601683795,4.949747468305833,2.5495097567963922,3.5355339059327378
25,1,1,4,2,5,2,17,4.123105625617661,1.0,3.1622776601683795,4.949747468305833,2.5495097567963922,2.5495097567963922
26,1,1,4,2,5,3,17,4.47213595499958,1.4142135623730951,3.1622776601683795,4.949747468305833,2.5495097567963922,1.5811388300841898
27,1,1,4,3,3,2,17,2.23606797749979,1.4142135623730951,3.605551275463989,4.949747468305833,1.5811388300841898,2.9154759474226504
28,1,1,4,3,3,3,17,2.8284271247461903,1.0,3.605551275463989,4.949747468305833,1.5811388300841898,2.1213203435596424
29,1,1,4,3,4,2,17,3.1622776601683795,1.0,3.605551275463989,4.949747468305833,1.5811388300841898,2.5495097567963922
30,1,1,4,3,4,4,17,4.242640687119285,1.0,3.605551275463989,4.949747468305833,1.5811388300841898,0.7071067811865476
31,1,1,4,3,5,2,17,4.123105625617661,1.4142135623730951,3.605551275463989,4.949747468305833,1.5811388300841898,2.5495097567963922
32,1,1,4,3,5,3,17,4.47213595499958,1.0,3.605551275463989,4.949747468305833,1.5811388300841898,1.5811388300841898
33,1,1,4,3,5,4,17,5.0,1.4142135623730951,3.605551275463989,4.949747468305833,1.5811388300841898,0.7071067811865476
34,1,1,4,4,3,3,17,2.8284271247461903,1.4142135623730951,4.242640687119285,4.949747468305833,0.7071067811865476,2.1213203435596424
35,1,1,4,4,4,3,17,3.605551275463989,1.0,4.242640687119285,4.949747468305833,0.7071067811865476,1.5811388300841898
36,1,1,4,4,5,3,17,4.47213595499958,1.4142135623730951,4.242640687119285,4.949747468305833,0.7071067811865476,1.5811388300841898
37,1,1,4,4,5,4,17,5.0,1.0,4.242640687119285,4.949747468305833,0.7071067811865476,0.7071067811865476
38,1,1,4,4,5,5,17,5.656854249492381,1.4142135623730951,4.242640687119285,4.949747468305833,0.7071067811865476,0.7071067811865476
39,1,1,4,5,5,4,17,5.0,1.4142135623730951,5.0,4.949747468305833,0.7071067811865476,0.7071067811865476
40,1,1,5,1,4,1,17,3.0,1.0,4.0,4.949747468305833,3.5355339059327378,3.5355339059327378
41,1,1,5,1,4,2,17,3.1622776601683795,1.4142135623730951,4.0,4.949747468305833,3.5355339059327378,2.5495097567963922
42,1,1,5,1,5,2,17,4.123105625617661,1.0,4.0,4.949747468305833,3.5355339059327378,2.5495097567963922
43,1,1,5,1,6,1,17,5.0,1.0,4.0,4.949747468305833,3.5355339059327378,3.8078865529319543
44,1,1,5,1,6,2,17,5.0990195135927845,1.4142135623730951,4.0,4.949747468305833,3.5355339059327378,2.9154759474226504
45,1,1,5,2,4,1,17,3.0,1.4142135623730951,4.123105625617661,4.949747468305833,2.5495097567963922,3.5355339059327378
46,1,1,5,2,4,2,17,3.1622776601683795,1.0,4.123105625617661,4.949747468305833,2.5495097567963922,2.5495097567963922
47,1,1,5,2,4,3,17,3.605551275463989,1.4142135623730951,4.123105625617661,4.949747468305833,2.5495097567963922,1.5811388300841898
48,1,1,5,2,5,1,17,4.0,1.0,4.123105625617661,4.949747468305833,2.5495097567963922,3.5355339059327378
49,1,1,5,2,5,3,17,4.47213595499958,1.0,4.123105625617661,4.949747468305833,2.5495097567963922,1.5811388300841898
50,1,1,5,2,6,1,17,5.0,1.4142135623730951,4.123105625617661,4.949747468305833,2.5495097567963922,3.8078865529319543
51,1,1,5,2,6,2,17,5.0990195135927845,1.0,4.123105625617661,4.949747468305833,2.5495097567963922,2.9154759474226504
52,1,1,5,2,6,3,17,5.385164807134504,1.4142135623730951,4.123105625617661,4.949747468305833,2.5495097567963922,2.1213203435596424
53,1,1,5,3,4,2,17,3.1622776601683795,1.4142135623730951,4.47213595499958,4.949747468305833,1.5811388300841898,2.5495097567963922
54,1,1,5,3,4,3,17,3.605551275463989,1.0,4.47213595499958,4.949747468305833,1.5811388300841898,1.5811388300841898
55,1,1,5,3,4,4,17,4.242640687119285,1.4142135623730951,4.47213595499958,4.949747468305833,1.5811388300841898,0.7071067811865476
56,1,1,5,3,5,2,17,4.123105625617661,1.0,4.47213595499958,4.949747468305833,1.5811388300841898,2.5495097567963922
57,1,1,5,3,5,4,17,5.0,1.0,4.47213595499958,4.949747468305833,1.5811388300841898,0.7071067811865476
58,1,1,5,3,6,2,17,5.0990195135927845,1.4142135623730951,4.47213595499958,4.949747468305833,1.5811388300841898,2.9154759474226504
59,1,1,5,3,6,3,17,5.385164807134504,1.0,4.47213595499958,4.949747468305833,1.5811388300841898,2.1213203435596424
60,1,1,5,3,6,4,17,5.830951894845301,1.4142135623730951,4.47213595499958,4.949747468305833,1.5811388300841898,1.5811388300841898
61,1,1,5,4,4,3,17,3.605551275463989,1.4142135623730951,5.0,4.949747468305833,0.7071067811865476,1.5811388300841898
62,1,1,5,4,4,4,17,4.242640687119285,1.0,5.0,4.949747468305833,0.7071067811865476,0.7071067811865476
63,1,1,5,4,5,3,17,4.47213595499958,1.0,5.0,4.949747468305833,0.7071067811865476,1.5811388300841898
64,1,1,5,4,5,5,17,5.656854249492381,1.0,5.0,4.949747468305833,0.7071067811865476,0.7071067811865476
65,1,1,5,4,6,3,17,5.385164807134504,1.4142135623730951,5.0,4.949747468305833,0.7071067811865476,2.1213203435596424
66,1,1,5,4,6,4,17,5.830951894845301,1.0,5.0,4.949747468305833,0.7071067811865476,1.5811388300841898
67,1,1,5,4,6,5,17,6.4031242374328485,1.4142135623730951,5.0,4.949747468305833,0.7071067811865476,1.5811388300841898
68,1,1,5,5,4,4,17,4.242640687119285,1.4142135623730951,5.656854249492381,4.949747468305833,0.7071067811865476,0.7071067811865476
69,1,1,5,5,5,4,17,5.0,1.0,5.656854249492381,4.949747468305833,0.7071067811865476,0.7071067811865476
70,1,1,5,5,6,4,17,5.830951894845301,1.4142135623730951,5.656854249492381,4.949747468305833,0.7071067811865476,1.5811388300841898
71,1,1,5,5,6,5,17,6.4031242374328485,1.0,5.656854249492381,4.949747468305833,0.7071067811865476,1.5811388300841898
72,1,1,5,5,6,6,17,7.0710678118654755,1.4142135623730951,5.656854249492381,4.949747468305833,0.7071067811865476,2.1213203435596424
73,1,1,5,6,6,5,17,6.4031242374328485,1.4142135623730951,6.4031242374328485,4.949747468305833,1.5811388300841898,1.5811388300841898
74,1,1,6,1,5,1,17,4.0,1.0,5.0,4.949747468305833,3.8078865529319543,3.5355339059327378
75,1,1,6,1,5,2,17,4.123105625617661,1.4142135623730951,5.0,4.949747468305833,3.8078865529319543,2.5495097567963922
76,1,1,6,1,6,2,17,5.0990195135927845,1.0,5.0,4.949747468305833,3.8078865529319543,2.9154759474226504
77,1,1,6,1,7,1,17,6.0,1.0,5.0,4.949747468305833,3.8078865529319543,4.301162633521313
78,1,1,6,1,7,2,17,6.082762530298219,1.4142135623730951,5.0,4.949747468305833,3.8078865529319543,3.5355339059327378
79,1,1,6,2,5,1,17,4.0,1.4142135623730951,5.0990195135927845,4.949747468305833,2.9154759474226504,3.5355339059327378
80,1,1,6,2,5,2,17,4.123105625617661,1.0,5.0990195135927845,4.949747468305833,2.9154759474226504,2.5495097567963922
81,1,1,6,2,5,3,17,4.47213595499958,1.4142135623730951,5.0990195135927845,4.949747468305833,2.9154759474226504,1.5811388300841898
82,1,1,6,2,6,1,17,5.0,1.0,5.0990195135927845,4.949747468305833,2.9154759474226504,3.8078865529319543
83,1,1,6,2,6,3,17,5.385164807134504,1.0,5.0990195135927845,4.949747468305833,2.9154759474226504,2.1213203435596424
84,1,1,6,2,7,1,17,6.0,1.4142135623730951,5.0990195135927845,4.949747468305833,2.9154759474226504,4.301162633521313
85,1,1,6,2,7,2,17,6.082762530298219,1.0,5.0990195135927845,4.949747468305833,2.9154759474226504,3.5355339059327378
86,1,1,6,2,7,3,17,6.324555320336759,1.4142135623730951,5.0990195135927845,4.949747468305833,2.9154759474226504,2.9154759474226504
87,1,1,6,3,5,2,17,4.123105625617661,1.4142135623730951,5.385164807134504,4.949747468305833,2.1213203435596424,2.5495097567963922
88,1,1,6,3,5,3,17,4.47213595499958,1.0,5.385164807134504,4.949747468305833,2.1213203435596424,1.5811388300841898
89,1,1,6,3,5,4,17,5.0,1.4142135623730951,5.385164807134504,4.949747468305833,2.1213203435596424,0.7071067811865476
90,1,1,6,3,6,2,17,5.0990195135927845,1.0,5.385164807134504,4.949747468305833,2.1213203435596424,2.9154759474226504
91,1,1,6,3,6,4,17,5.830951894845301,1.0,5.385164807134504,4.949747468305833,2.1213203435596424,1.5811388300841898
92,1,1,6,3,7,2,17,6.082762530298219,1.4142135623730951,5.385164807134504,4.949747468305833,2.1213203435596424,3.5355339059327378
93,1,1,6,3,7,3,17,6.324555320336759,1.0,5.385164807134504,4.949747468305833,2.1213203435596424,2.9154759474226504
94,1,1,6,3,7,4,17,6.708203932499369,1.4142135623730951,5.385164807134504,4.949747468305833,2.1213203435596424,2.5495097567963922
95,1,1,6,4,5,3,17,4.47213595499958,1.4142135623730951,5.830951894845301,4.949747468305833,1.5811388300841898,1.5811388300841898
96,1,1,6,4,5,4,17,5.0,1.0,5.830951894845301,4.949747468305833,1.5811388300841898,0.7071067811865476
97,1,1,6,4,5,5,17,5.656854249492381,1.4142135623730951,5.830951894845301,4.949747468305833,1.5811388300841898,0.7071067811865476
98,1,1,6,4,6,3,17,5.385164807134504,1.0,5.830951894845301,4.949747468305833,1.5811388300841898,2.1213203435596424
99,1,1,6,4,6,5,17,6.4031242374328485,1.0,5.830951894845301,4.949747468305833,1.5811388300841898,1.5811388300841898
100,1,1,6,4,7,3,17,6.324555320336759,1.4142135623730951,5.830951894845301,4.949747468305833,1.5811388300841898,2.9154759474226504
101,1,1,6,4,7,4,17,6.708203932499369,1.0,5.830951894845301,4.949747468305833,1.5811388300841898,2.5495097567963922
102,1,1,6,4,7,5,17,7.211102550927978,1.4142135623730951,5.830951894845301,4.949747468305833,1.5811388300841898,2.5495097567963922
103,1,1,6,5,5,4,17,5.0,1.4142135623730951,6.4031242374328485,4.949747468305833,1.5811388300841898,0.7071067811865476
104,1,1,6,5,5,5,17,5.656854249492381,1.0,6.4031242374328485,4.949747468305833,1.5811388300841898,0.7071067811865476
105,1,1,6,5,6,4,17,5.830951894845301,1.0,6.4031242374328485,4.949747468305833,1.5811388300841898,1.5811388300841898
106,1,1,6,5,6,6,17,7.0710678118654755,1.0,6.4031242374328485,4.949747468305833,1.5811388300841898,2.1213203435596424
107,1,1,6,5,7,4,17,6.708203932499369,1.4142135623730951,6.4031242374328485,4.949747468305833,1.5811388300841898,2.5495097567963922
108,1,1,6,5,7,5,17,7.211102550927978,1.0,6.4031242374328485,4.949747468305833,1.5811388300841898,2.5495097567963922
109,1,1,6,5,7,6,17,7.810249675906654,1.4142135623730951,6.4031242374328485,4.949747468305833,1.5811388300841898,2.9154759474226504
110,1,1,6,6,5,5,17,5.656854249492381,1.4142135623730951,7.0710678118654755,4.949747468305833,2.1213203435596424,0.7071067811865476
111,1,1,6,6,6,5,17,6.4031242374328485,1.0,7.0710678118654755,4.949747468305833,2.1213203435596424,1.5811388300841898
112,1,1,6,6,7,5,17,7.211102550927978,1.4142135623730951,7.0710678118654755,4.949747468305833,2.1213203435596424,2.5495097567963922
113,1,1,6,6,7,6,17,7.810249675906654,1.0,7.0710678118654755,4.949747468305833,2.1213203435596424,2.9154759474226504
114,1,1,6,6,7,7,17,8.48528137423857,1.4142135623730951,7.0710678118654755,4.949747468305833,2.1213203435596424,3.5355339059327378
115,1,1,6,7,7,6,17,7.810249675906654,1.4142135623730951,7.810249675906654,4.949747468305833,2.9154759474226504,2.9154759474226504
116,1,1,7,1,6,1,17,5.0,1.0,6.0,4.949747468305833,4.301162633521313,3.8078865529319543
117,1,1,7,1,6,2,17,5.0990195135927845,1.4142135623730951,6.0,4.949747468305833,4.301162633521313,2.9154759474226504
118,1,1,7,1,7,2,17,6.082762530298219,1.0,6.0,4.949747468305833,4.301162633521313,3.5355339059327378
119,1,1,7,1,8,1,17,7.0,1.0,6.0,4.949747468305833,4.301162633521313,4.949747468305833
120,1,1,7,1,8,2,17,7.0710678118654755,1.4142135623730951,6.0,4.949747468305833,4.301162633521313,4.301162633521313
121,1,1,7,2,6,1,17,5.0,1.4142135623730951,6.082762530298219,4.949747468305833,3.5355339059327378,3.8078865529319543
122,1,1,7,2,6,2,17,5.0990195135927845,1.0,6.082762530298219,4.949747468305833,3.5355339059327378,2.9154759474226504
123,1,1,7,2,6,3,17,5.385164807134504,1.4142135623730951,6.082762530298219,4.949747468305833,3.5355339059327378,2.1213203435596424
124,1,1,7,2,7,1,17,6.0,1.0,6.082762530298219,4.949747468305833,3.5355339059327378,4.301162633521313
125,1,1,7,2,7,3,17,6.324555320336759,1.0,6.082762530298219,4.949747468305833,3.5355339059327378,2.9154759474226504
126,1,1,7,2,8,1,17,7.0,1.4142135623730951,6.082762530298219,4.949747468305833,3.5355339059327378,4.949747468305833
127,1,1,7,2,8,2,17,7.0710678118654755,1.0,6.082762530298219,4.949747468305833,3.5355339059327378,4.301162633521313
128,1,1,7,2,8,3,17,7.280109889280518,1.4142135623730951,6.082762530298219,4.949747468305833,3.5355339059327378,3.8078865529319543
129,1,1,7,3,6,2,17,5.0990195135927845,1.4142135623730951,6.324555320336759,4.949747468305833,2.9154759474226504,2.9154759474226504
130,1,1,7,3,6,3,17,5.385164807134504,1.0,6.324555320336759,4.949747468305833,2.9154759474226504,2.1213203435596424
131,1,1,7,3,6,4,17,5.830951894845301,1.4142135623730951,6.324555320336759,4.949747468305833,2.9154759474226504,1.5811388300841898
132,1,1,7,3,7,2,17,6.082762530298219,1.0,6.324555320336759,4.949747468305833,2.9154759474226504,3.5355339059327378
133,1,1,7,3,7,4,17,6.708203932499369,1.0,6.324555320336759,4.949747468305833,2.9154759474226504,2.5495097567963922
134,1,1,7,3,8,2,17,7.0710678118654755,1.4142135623730951,6.324555320336759,4.949747468305833,2.9154759474226504,4.301162633521313
135,1,1,7,3,8,3,17,7.280109889280518,1.0,6.324555320336759,4.949747468305833,2.9154759474226504,3.8078865529319543
136,1,1,7,3,8,4,17,7.615773105863909,1.4142135623730951,6.324555320336759,4.949747468305833,2.9154759474226504,3.5355339059327378
137,1,1,7,4,6,3,17,5.385164807134504,1.4142135623730951,6.708203932499369,4.949747468305833,2.5495097567963922,2.1213203435596424
138,1,1,7,4,6,4,17,5.830951894845301,1.0,6.708203932499369,4.949747468305833,2.5495097567963922,1.5811388300841898
139,1,1,7,4,6,5,17,6.4031242374328485,1.4142135623730951,6.708203932499369,4.949747468305833,2.5495097567963922,1.5811388300841898
140,1,1,7,4,7,3,17,6.324555320336759,1.0,6.708203932499369,4.949747468305833,2.5495097567963922,2.9154759474226504
141,1,1,7,4,7,5,17,7.211102550927978,1.0,6.708203932499369,4.949747468305833,2.5495097567963922,2.5495097567963922
142,1,1,7,4,8,3,17,7.280109889280518,1.4142135623730951,6.708203932499369,4.949747468305833,2.5495097567963922,3.8078865529319543
143,1,1,7,4,8,4,17,7.615773105863909,1.0,6.708203932499369,4.949747468305833,2.5495097567963922,3.5355339059327378
144,1,1,7,4,8,5,17,8.06225774829855,1.4142135623730951,6.708203932499369,4.949747468305833,2.5495097567963922,3.5355339059327378
145,1,1,7,5,6,4,17,5.830951894845301,1.4142135623730951,7.211102550927978,4.949747468305833,2.5495097567963922,1.5811388300841898
146,1,1,7,5,6,5,17,6.4031242374328485,1.0,7.211102550927978,4.949747468305833,2.5495097567963922,1.5811388300841898
147,1,1,7,5,6,6,17,7.0710678118654755,1.4142135623730951,7.211102550927978,4.949747468305833,2.5495097567963922,2.1213203435596424
148,1,1,7,5,7,4,17,6.708203932499369,1.0,7.211102550927978,4.949747468305833,2.5495097567963922,2.5495097567963922
149,1,1,7,5,7,6,17,7.810249675906654,1.0,7.211102550927978,4.949747468305833,2.5495097567963922,2.9154759474226504
150,1,1,7,5,8,4,17,7.615773105863909,1.4142135623730951,7.211102550927978,4.949747468305833,2.5495097567963922,3.5355339059327378
151,1,1,7,5,8,5,17,8.06225774829855,1.0,7.211102550927978,4.949747468305833,2.5495097567963922,3.5355339059327378
152,1,1,7,5,8,6,17,8.602325267042627,1.4142135623730951,7.211102550927978,4.949747468305833,2.5495097567963922,3.8078865529319543
153,1,1,7,6,6,5,17,6.4031242374328485,1.4142135623730951,7.810249675906654,4.949747468305833,2.9154759474226504,1.5811388300841898
154,1,1,7,6,6,6,17,7.0710678118654755,1.0,7.810249675906654,4.949747468305833,2.9154759474226504,2.1213203435596424
155,1,1,7,6,7,5,17,7.211102550927978,1.0,7.810249675906654,4.949747468305833,2.9154759474226504,2.5495097567963922
156,1,1,7,6,7,7,17,8.48528137423857,1.0,7.810249675906654,4.949747468305833,2.9154759474226504,3.5355339059327378
157,1,1,7,6,8,5,17,8.06225774829855,1.4142135623730951,7.810249675906654,4.949747468305833,2.9154759474226504,3.5355339059327378
158,1,1,7,6,8,6,17,8.602325267042627,1.0,7.810249675906654,4.949747468305833,2.9154759474226504,3.8078865529319543
159,1,1,7,6,8,7,17,9.219544457292887,1.4142135623730951,7.810249675906654,4.949747468305833,2.9154759474226504,4.301162633521313
160,1,1,7,7,6,6,17,7.0710678118654755,1.4142135623730951,8.48528137423857,4.949747468305833,3.5355339059327378,2.1213203435596424
161,1,1,7,7,7,6,17,7.810249675906654,1.0,8.48528137423857,4.949747468305833,3.5355339059327378,2.9154759474226504
162,1,1,7,7,8,6,17,8.602325267042627,1.4142135623730951,8.48528137423857,4.949747468305833,3.5355339059327378,3.8078865529319543
163,1,1,7,7,8,7,17,9.219544457292887,1.0,8.48528137423857,4.949747468305833,3.5355339059327378,4.301162633521313
164,1,1,7,7,8,8,17,9.899494936611665,1.4142135623730951,8.48528137423857,4.949747468305833,3.5355339059327378,4.949747468305833
165,1,1,7,8,8,7,17,9.219544457292887,1.4142135623730951,9.219544457292887,4.949747468305833,4.301162633521313,4.301162633521313
166,1,1,8,1,7,1,17,6.0,1.0,7.0,4.949747468305833,4.949747468305833,4.301162633521313
167,1,1,8,1,7,2,17,6.082762530298219,1.4142135623730951,7.0,4.949747468305833,4.949747468305833,3.5355339059327378
168,1,1,8,1,8,2,17,7.0710678118654755,1.0,7.0,4.949747468305833,4.949747468305833,4.301162633521313
169,1,1,8,2,7,1,17,6.0,1.4142135623730951,7.0710678118654755,4.949747468305833,4.301162633521313,4.301162633521313
170,1,1,8,2,7,2,17,6.082762530298219,1.0,7.0710678118654755,4.949747468305833,4.301162633521313,3.5355339059327378
171,1,1,8,2,7,3,17,6.324555320336759,1.4142135623730951,7.0710678118654755,4.949747468305833,4.301162633521313,2.9154759474226504
172,1,1,8,2,8,1,17,7.0,1.0,7.0710678118654755,4.949747468305833,4.301162633521313,4.949747468305833
173,1,1,8,2,8,3,17,7.280109889280518,1.0,7.0710678118654755,4.949747468305833,4.301162633521313,3.8078865529319543
174,1,1,8,3,7,2,17,6.082762530298219,1.4142135623730951,7.280109889280518,4.949747468305833,3.8078865529319543,3.5355339059327378
175,1,1,8,3,7,3,17,6.324555320336759,1.0,7.280109889280518,4.949747468305833,3.8078865529319543,2.9154759474226504
176,1,1,8,3,7,4,17,6.708203932499369,1.4142135623730951,7.280109889280518,4.949747468305833,3.8078865529319543,2.5495097567963922
177,1,1,8,3,8,2,17,7.0710678118654755,1.0,7.280109889280518,4.949747468305833,3.8078865529319543,4.301162633521313
178,1,1,8,3,8,4,17,7.615773105863909,1.0,7.280109889280518,4.949747468305833,3.8078865529319543,3.5355339059327378
179,1,1,8,4,7,3,17,6.324555320336759,1.4142135623730951,7.615773105863909,4.949747468305833,3.5355339059327378,2.9154759474226504
180,1,1,8,4,7,4,17,6.708203932499369,1.0,7.615773105863909,4.949747468305833,3.5355339059327378,2.5495097567963922
181,1,1,8,4,7,5,17,7.211102550927978,1.4142135623730951,7.615773105863909,4.949747468305833,3.5355339059327378,2.5495097567963922
182,1,1,8,4,8,3,17,7.280109889280518,1.0,7.615773105863909,4.949747468305833,3.5355339059327378,3.8078865529319543
183,1,1,8,4,8,5,17,8.06225774829855,1.0,7.615773105863909,4.949747468305833,3.5355339059327378,3.5355339059327378
184,1,1,8,5,7,4,17,6.708203932499369,1.4142135623730951,8.06225774829855,4.949747468305833,3.5355339059327378,2.5495097567963922
185,1,1,8,5,7,5,17,7.211102550927978,1.0,8.06225774829855,4.949747468305833,3.5355339059327378,2.5495097567963922
186,1,1,8,5,7,6,17,7.810249675906654,1.4142135623730951,8.06225774829855,4.949747468305833,3.5355339059327378,2.9154759474226504
187,1,1,8,5,8,4,17,7.615773105863909,1.0,8.06225774829855,4.949747468305833,3.5355339059327378,3.5355339059327378
188,1,1,8,5,8,6,17,8.602325267042627,1.0,8.06225774829855,4.949747468305833,3.5355339059327378,3.8078865529319543
189,1,1,8,6,7,5,17,7.211102550927978,1.4142135623730951,8.602325267042627,4.949747468305833,3.8078865529319543,2.5495097567963922
190,1,1,8,6,7,6,17,7.810249675906654,1.0,8.602325267042627,4.949747468305833,3.8078865529319543,2.9154759474226504
191,1,1,8,6,7,7,17,8.48528137423857,1.4142135623730951,8.602325267042627,4.949747468305833,3.8078865529319543,3.5355339059327378
192,1,1,8,6,8,5,17,8.06225774829855,1.0,8.602325267042627,4.949747468305833,3.8078865529319543,3.5355339059327378
193,1,1,8,6,8,7,17,9.219544457292887,1.0,8.602325267042627,4.949747468305833,3.8078865529319543,4.301162633521313
194,1,1,8,7,7,6,17,7.810249675906654,1.4142135623730951,9.219544457292887,4.949747468305833,4.301162633521313,2.9154759474226504
195,1,1,8,7,7,7,17,8.48528137423857,1.0,9.219544457292887,4.949747468305833,4.301162633521313,3.5355339059327378
196,1,1,8,7,8,6,17,8.602325267042627,1.0,9.219544457292887,4.949747468305833,4.301162633521313,3.8078865529319543
197,1,1,8,7,8,8,17,9.899494936611665,1.0,9.219544457292887,4.949747468305833,4.301162633521313,4.949747468305833
198,1,1,8,8,7,7,17,8.48528137423857,1.4142135623730951,9.899494936611665,4.949747468305833,4.949747468305833,3.5355339059327378
199,1,1,8,8,8,7,17,9.219544457292887,1.0,9.899494936611665,4.949747468305833,4.949747468305833,4.301162633521313
200,2,1,1,3,1,4,17,3.1622776601683795,1.0,2.23606797749979,4.301162633521313,3.8078865529319543,3.5355339059327378
201,2,1,1,3,2,3,17,2.0,1.0,2.23606797749979,4.301162633521313,3.8078865529319543,2.9154759474226504
202,2,1,1,3,2,4,17,3.0,1.4142135623730951,2.23606797749979,4.301162633521313,3.8078865529319543,2.5495097567963922
203,2,1,1,4,1,3,17,2.23606797749979,1.0,3.1622776601683795,4.301162633521313,3.5355339059327378,3.8078865529319543
204,2,1,1,4,1,5,17,4.123105625617661,1.0,3.1622776601683795,4.301162633521313,3.5355339059327378,3.5355339059327378
205,2,1,1,4,2,3,17,2.0,1.4142135623730951,3.1622776601683795,4.301162633521313,3.5355339059327378,2.9154759474226504
206,2,1,1,4,2,4,17,3.0,1.0,3.1622776601683795,4.301162633521313,3.5355339059327378,2.5495097567963922
207,2,1,1,4,2,5,17,4.0,1.4142135623730951,3.1622776601683795,4.301162633521313,3.5355339059327378,2.5495097567963922
208,2,1,1,5,1,4,17,3.1622776601683795,1.0,4.123105625617661,4.301162633521313,3.5355339059327378,3.5355339059327378
209,2,1,1,5,1,6,17,5.0990195135927845,1.0,4.123105625617661,4.301162633521313,3.5355339059327378,3.8078865529319543
210,2,1,1,5,2,4,17,3.0,1.4142135623730951,4.123105625617661,4.301162633521313,3.5355339059327378,2.5495097567963922
211,2,1,1,5,2,5,17,4.0,1.0,4.123105625617661,4.301162633521313,3.5355339059327378,2.5495097567963922
212,2,1,1,5,2,6,17,5.0,1.4142135623730951,4.123105625617661,4.301162633521313,3.5355339059327378,2.9154759474226504
213,2,1,1,6,1,5,17,4.123105625617661,1.0,5.0990195135927845,4.301162633521313,3.8078865529319543,3.5355339059327378
214,2,1,1,6,1,7,17,6.082762530298219,1.0,5.0990195135927845,4.301162633521313,3.8078865529319543,4.301162633521313
215,2,1,1,6,2,5,17,4.0,1.4142135623730951,5.0990195135927845,4.301162633521313,3.8078865529319543,2.5495097567963922
216,2,1,1,6,2,6,17,5.0,1.0,5.0990195135927845,4.301162633521313,3.8078865529319543,2.9154759474226504
217,2,1,1,6,2,7,17,6.0,1.4142135623730951,5.0990195135927845,4.301162633521313,3.8078865529319543,3.5355339059327378
218,2,1,1,7,1,6,17,5.0990195135927845,1.0,6.082762530298219,4.301162633521313,4.301162633521313,3.8078865529319543
